Date,Open,High,Low,Close,Adj Close,Volume
2022-06-24,60.000000,64.089996,59.330002,62.709999,62.709999,24381400
2022-06-27,59.560001,60.450001,55.020000,55.959999,55.959999,15201600
2022-06-28,56.259998,57.250000,50.330002,51.180000,51.180000,10253500
2022-06-29,50.500000,51.459999,48.590000,49.750000,49.750000,9776200
2022-06-30,48.200001,48.400002,44.150002,47.020000,47.020000,12934400
2022-07-01,47.990002,50.160000,47.520000,49.040001,49.040001,8556500
2022-07-05,48.130001,55.820000,45.950001,55.410000,55.410000,13087900
2022-07-06,54.169998,56.270000,51.400002,51.709999,51.709999,11881900
2022-07-07,52.139999,57.650002,52.139999,57.459999,57.459999,12318500
2022-07-08,55.610001,63.700001,54.509998,60.290001,60.290001,17950500
2022-07-11,57.540001,58.430000,53.299999,53.880001,53.880001,10705800
2022-07-12,53.700001,56.110001,52.619999,54.240002,54.240002,8466200
2022-07-13,51.680000,54.730000,50.400002,53.099998,53.099998,9439900
2022-07-14,52.340000,54.709999,50.340000,53.419998,53.419998,9682100
2022-07-15,54.349998,56.549999,51.930000,53.790001,53.790001,10714300
2022-07-18,56.709999,63.380001,56.689999,58.669998,58.669998,21226200
2022-07-19,60.860001,65.980003,57.779999,65.830002,65.830002,19210600
2022-07-20,67.080002,79.000000,67.050003,75.269997,75.269997,34032000
2022-07-21,71.000000,76.620003,70.279999,73.980003,73.980003,17301200
2022-07-22,76.199997,76.570000,69.089996,70.820000,70.820000,12013300
2022-07-25,68.930000,69.980003,66.300003,67.070000,67.070000,8797600
2022-07-26,61.689999,62.889999,52.630001,52.930000,52.930000,26875800
2022-07-27,54.869999,60.610001,53.119999,58.830002,58.830002,18230200
2022-07-28,58.240002,62.950001,55.590000,62.250000,62.250000,13674800
2022-07-29,60.139999,64.230003,59.770000,62.959999,62.959999,9113800
2022-08-01,61.189999,63.619999,59.419998,62.700001,62.700001,7361300
2022-08-02,60.910000,69.589996,60.799999,67.230003,67.230003,12142100
2022-08-03,69.050003,82.250000,67.610001,80.809998,80.809998,24784200
2022-08-04,106.099998,116.300003,86.790001,88.900002,88.900002,54342800
2022-08-05,86.580002,98.870003,86.519997,93.050003,93.050003,24865700
2022-08-08,97.839996,103.550003,93.809998,98.019997,98.019997,18878700
2022-08-09,93.889999,93.889999,85.599998,87.680000,87.680000,17411400
2022-08-10,89.980003,95.000000,88.000000,94.139999,94.139999,23818200
2022-08-11,97.250000,98.699997,82.309998,84.000000,84.000000,23247300
2022-08-12,85.230003,92.480003,83.290001,90.489998,90.489998,13755200
2022-08-15,89.110001,93.680000,88.589996,91.970001,91.970001,11001900
2022-08-16,90.550003,95.500000,84.239998,90.389999,90.389999,17034400
2022-08-17,87.510002,88.639999,84.769997,85.440002,85.440002,10697900
2022-08-18,86.330002,86.360001,81.419998,83.470001,83.470001,7923300
2022-08-19,76.000000,78.250000,74.010002,74.059998,74.059998,13727900
2022-08-22,70.910004,74.940002,70.290001,71.470001,71.470001,9082400
2022-08-23,71.949997,76.410004,70.599998,71.180000,71.180000,9598300
2022-08-24,71.879997,74.320000,70.709999,71.480003,71.480003,6675500
2022-08-25,71.839996,72.449997,68.519997,71.370003,71.370003,8563500
2022-08-26,71.709999,71.800003,65.339996,66.739998,66.739998,9797300
2022-08-29,65.510002,69.400002,65.459999,66.339996,66.339996,7944100
2022-08-30,67.970001,69.449997,64.629997,67.029999,67.029999,8293500
2022-08-31,68.699997,70.379997,66.660004,66.800003,66.800003,6707900
