Date,Open,High,Low,Close,Adj Close,Volume
2022-06-24,4.050000,4.240000,4.010000,4.060000,4.060000,19813200
2022-06-27,4.090000,4.150000,3.890000,3.980000,3.980000,10757100
2022-06-28,3.990000,4.100000,3.770000,3.840000,3.840000,12993700
2022-06-29,3.870000,3.985000,3.800000,3.870000,3.870000,17786300
2022-06-30,3.830000,3.900000,3.600000,3.740000,3.740000,19317200
2022-07-01,3.710000,3.980000,3.700000,3.910000,3.910000,14709000
2022-07-05,3.840000,4.160000,3.710000,4.160000,4.160000,24780300
2022-07-06,4.170000,4.265000,3.940000,4.060000,4.060000,18629800
2022-07-07,4.060000,4.220000,4.060000,4.170000,4.170000,11482800
2022-07-08,4.130000,4.130000,3.960000,3.980000,3.980000,16027300
2022-07-11,3.900000,3.900000,3.610000,3.770000,3.770000,31726300
2022-07-12,3.770000,4.075000,3.719000,3.950000,3.950000,20355800
2022-07-13,3.830000,4.100000,3.795000,3.980000,3.980000,11399700
2022-07-14,3.930000,3.965000,3.800000,3.820000,3.820000,11684300
2022-07-15,3.890000,3.975000,3.770000,3.850000,3.850000,16354600
2022-07-18,3.960000,4.090000,3.870000,3.890000,3.890000,18022600
2022-07-19,3.970000,4.105000,3.930000,4.070000,4.070000,15320200
2022-07-20,4.090000,4.650000,4.070000,4.620000,4.620000,35949700
2022-07-21,4.580000,4.690000,4.340000,4.530000,4.530000,16147800
2022-07-22,4.540000,4.570000,4.190000,4.220000,4.220000,15308000
2022-07-25,4.230000,4.250000,4.070000,4.160000,4.160000,7354400
2022-07-26,3.980000,4.010000,3.790000,3.790000,3.790000,22128100
2022-07-27,3.910000,4.050000,3.770000,4.040000,4.040000,19602400
2022-07-28,4.070000,4.290000,3.990000,4.210000,4.210000,26905100
2022-07-29,4.210000,4.250000,4.070000,4.210000,4.210000,19768600
2022-08-01,4.130000,4.330000,4.010000,4.050000,4.050000,15570000
2022-08-02,4.010000,4.250000,3.930000,4.090000,4.090000,18598800
2022-08-03,4.140000,4.455000,4.070000,4.450000,4.450000,19715900
2022-08-04,4.420000,4.705000,4.330000,4.670000,4.670000,20781100
2022-08-05,4.490000,4.650000,4.320000,4.490000,4.490000,16554500
2022-08-08,4.620000,4.960000,4.530000,4.750000,4.750000,21243400
2022-08-09,4.550000,4.550000,4.150000,4.250000,4.250000,35438300
2022-08-10,4.510000,4.540000,4.360000,4.420000,4.420000,23649200
